TIPO;CLAVE;ESTADO;OBSERVACION;UNIDADES_X_BULTO;PRECIO_LISTA_UNITARIO;COSTO_UNITARIO;BULTOS_X_PALLET;KG_X_BULTO;DESCRIPCION;ACTUALIZADO;BASE_OPERACION_X_BULTO
SKU;PRE0272;;;12;#N/D;#N/D;#N/D;3,6;PRE COOKIES VAI C/CHI NEGX300G;;
SKU;PRE0276;;;12;#N/D;#N/D;#N/D;6;Semola de Trigo Candeal PUREZA  X 500 GR;;
SKU;PRE0277;;;12;#N/D;#N/D;#N/D;4,8;Avena Tradicional Cañuelas 12 x 400g;;
SKU;PRE0278;;;12;#N/D;#N/D;#N/D;4,8;Avena Instantanea Cañuelas 12 x 400g;;
SKU;PRE0282;;;10;#N/D;#N/D;#N/D;5,4;BIZ PREM MC CHOCOLATE ESTUCHE;;
SKU;PRE0283;;;10;#N/D;#N/D;#N/D;5,4;BIZ PREM MC VAINILLA ESTUCHE;;
SKU;PRE0288;;;1;#N/D;#N/D;#N/D;3;PURE PAPA DESHIDRATADO CAÑUELAS 3KG;;
SKU;PRE0289;;;2;#N/D;#N/D;#N/D;10;PREM.PAN DULCE PUREZA PK2X5KG.;;
SKU;PRE0294;;;20;2289,479547;1219,327766;80;7;PAN RALLADO MC LIBRE DE GLUTEN (20X350G);;
SKU;PRE0305;;;16;#N/D;#N/D;#N/D;4;PREM.CHIPÁ LG PUREZA 16X250GR;;
SKU;PRE0317;;;14;#N/D;#N/D;#N/D;5,6;PREM. BROWNIES LDG MC 14X400G;;
SKU;PRE0318;;;20;#N/D;;#N/D;8;AVENA INST.LDG PUREZA 20X400G;;
SKU;PRE0320;;;10;#N/D;#N/D;#N/D;5,4;PREM.BIZ.VAI.ESTUC.MC 10X540GR;;
SKU;PRE1022;;;14;#N/D;#N/D;#N/D;;PREM. PIZZA MC 14X250 GR;;
SKU;PRE1069;;;14;#N/D;#N/D;#N/D;;PREM ÑOQUIS PAPA MC 14X200 GR;;
SO;5976095;LIBERADA;;;;;;;;;
SKU;PRE0273;;;;;;;7,2;PREM BIZ VAIN S/TACC CAÑ X16UN;20/8/2026 14:37;
SKU;PRE1163;;;;;;;5,4;PREM. BIZCOC. CHOC. CUQUETS;20/8/2026 14:37;
SKU;PRE1162;;;;;;;5,4;PREM. BIZCOC. VAINI CUQUETS;20/8/2026 14:37;
SKU;PRE9998;;;;;;;4,8;ACUERDOS PREMEZCLAS;20/8/2026 14:37;
SKU;PRE0021;;;;;;;4,8;PRE.ÑOQ.PAP.CARREF.CJ 12X400G;20/8/2026 14:37;
SKU;PRE0011;;;;;;;8;REBOZ. FREIR DIA BLN 16X500GR;20/8/2026 14:37;
SKU;PRE0006;;;;;;;8;PAN RALL. DIA BLN.16X500GR;20/8/2026 14:37;
SKU;PRE9997;;;;;;;6,48;ACUERDOS HORNEABLES;20/8/2026 14:37;
SKU;PRE0296;;;;;;;3;PREM.CHIPA DIA 12X250GR;20/8/2026 14:37;
SKU;PRE0300;;;;;;;5,4;PRE.BIZ.NARANJA CUQUETS 12X450;20/8/2026 14:37;
SKU;PRE0298;;;;;;;5,1;PRE.BROWNIES CUQUETS 12X425G;20/8/2026 14:37;
SKU;PRE0299;;;;;;;5,4;PRE.BIZ.LIMÓN CUQUETS 12X450G;20/8/2026 14:37;
SKU;PRE0306;;;14;;;;4,8;PRE.PDULCE/R.PASCUA MC 12X400G;20/8/2026 14:37;
SKU;PRE0312;;;;;;;4,8;AVENA INSTAN.NUTRISAURIOS 400G;20/8/2026 14:37;
SKU;PRE0321;;;14;;;80;7;PREM. LEUDANTE LDG PUR 14X500G;20/8/2026 14:37;
SKU;PRE0324;;;;;;;5,6;PREM. BROWNIE LDG CAÑ 14X400G;20/8/2026 14:37;
SKU;PAS0065;;;;;;;6;PRIMER PRECIO ÑOQUIS 12X500G;20/8/2026 16:25;
SKU;PAS0018;;;;;;;1;DECOMISO PASTAS;20/8/2026 16:25;
SKU;PRE0319;;;10;;;;5,4;PREM.BIZ.CHO.ESTUC.MC 10X540GR;;
SKU;BIZ0432;;;;;;;3,5;MINI CRACKERS PASEO CEB14X250G;;
